shipment_id,order_date,delivery_date,region,origin,destination,service_type,delivery_status,estimated_days,actual_days,delay_days,distance_km,distribution_center,customer_segment
VLX-2026-000493,2026-01-11,2026-01-16,South,Rio de Janeiro/RJ,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,5,0,676,DC-PR-01,RETAIL
VLX-2026-000494,2026-06-03,2026-06-08,Southeast,Porto Alegre/RS,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,591,DC-RJ-01,RETAIL
VLX-2026-000495,2026-01-26,2026-01-31,Southeast,Sao Paulo/SP,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,795,DC-RJ-01,SMB
VLX-2026-000496,2026-06-19,2026-06-21,Southeast,Fortaleza/CE,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,2,2,0,132,DC-RJ-01,RETAIL
VLX-2026-000497,2026-01-01,2026-01-06,Southeast,Porto Alegre/RS,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,128,DC-RJ-01,RETAIL
VLX-2026-000498,2026-07-28,2026-08-02,Southeast,Porto Velho/RO,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,6,5,0,282,DC-MG-01,RETAIL
VLX-2026-000499,2026-06-30,2026-07-05,Southeast,Belo Horizonte/MG,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,639,DC-MG-01,SMB
VLX-2026-000500,2026-05-29,2026-06-03,Southeast,Florianopolis/SC,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,97,DC-RJ-01,ENTERPRISE
VLX-2026-000501,2026-05-17,2026-05-25,Northeast,Belo Horizonte/MG,Salvador/BA,STANDARD,DELIVERED_LATE,6,8,2,231,DC-BA-01,RETAIL
VLX-2026-000502,2026-08-11,2026-08-21,Central-West,Salvador/BA,Cuiaba/MT,STANDARD,DELIVERED_LATE,6,10,4,1658,DC-GO-01,SMB
VLX-2026-000503,2026-01-03,2026-01-08,South,Sao Paulo/SP,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,629,DC-PR-01,RETAIL
VLX-2026-000504,2026-06-30,2026-07-06,Southeast,Porto Velho/RO,Belo Horizonte/MG,STANDARD,DELIVERED_LATE,5,6,1,218,DC-RJ-01,RETAIL
VLX-2026-000505,2026-03-20,2026-03-27,Southeast,Florianopolis/SC,Rio de Janeiro/RJ,EXPRESS,DELIVERED_LATE,3,7,4,998,DC-RJ-01,RETAIL
VLX-2026-000506,2026-07-04,2026-07-08,Southeast,Fortaleza/CE,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,675,DC-SP-01,SMB
VLX-2026-000507,2026-04-25,2026-04-30,South,Fortaleza/CE,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,977,DC-PR-01,RETAIL
VLX-2026-000508,2026-01-28,2026-02-04,North,Goiania/GO,Belem/PA,STANDARD,DELIVERED_ON_TIME,8,7,0,1130,DC-PA-01,RETAIL
VLX-2026-000509,2026-02-01,2026-02-07,Northeast,Fortaleza/CE,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,6,0,302,DC-PE-01,RETAIL
VLX-2026-000510,2026-05-11,2026-05-13,Southeast,Rio de Janeiro/RJ,Sao Paulo/SP,EXPRESS,DELIVERED_ON_TIME,2,2,0,700,DC-RJ-01,RETAIL
VLX-2026-000511,2026-01-01,2026-01-11,Central-West,Sao Paulo/SP,Brasilia/DF,STANDARD,DELIVERED_LATE,6,10,4,499,DC-DF-01,RETAIL
VLX-2026-000512,2026-05-03,2026-05-05,Southeast,Belo Horizonte/MG,Sao Paulo/SP,EXPRESS,DELIVERED_ON_TIME,2,2,0,359,DC-MG-01,RETAIL
VLX-2026-000513,2026-05-30,2026-06-03,Southeast,Belo Horizonte/MG,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,4,0,197,DC-RJ-01,RETAIL
VLX-2026-000514,2026-02-05,2026-02-12,South,Goiania/GO,Florianopolis/SC,STANDARD,DELIVERED_LATE,5,7,2,715,DC-RS-01,RETAIL
VLX-2026-000515,2026-05-26,2026-05-28,South,Belo Horizonte/MG,Curitiba/PR,EXPRESS,DELIVERED_ON_TIME,2,2,0,362,DC-RS-01,RETAIL
VLX-2026-000516,2026-03-28,2026-04-04,North,Florianopolis/SC,Belem/PA,EXPRESS,DELIVERED_LATE,4,7,3,1673,DC-AM-01,RETAIL
VLX-2026-000517,2026-01-29,2026-02-03,Northeast,Fortaleza/CE,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,5,0,1763,DC-CE-01,RETAIL
VLX-2026-000518,2026-07-28,2026-07-29,Southeast,Curitiba/PR,Sao Paulo/SP,EXPRESS,DELIVERED_ON_TIME,2,1,0,838,DC-MG-01,RETAIL
VLX-2026-000519,2026-02-25,2026-03-02,Southeast,Cuiaba/MT,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,6,5,0,663,DC-MG-01,RETAIL
VLX-2026-000520,2026-02-19,2026-02-26,Southeast,Manaus/AM,Rio de Janeiro/RJ,STANDARD,DELIVERED_LATE,5,7,2,101,DC-SP-01,RETAIL
VLX-2026-000521,2026-04-25,2026-05-08,Central-West,Recife/PE,Cuiaba/MT,EXPRESS,LOST,4,13,9,870,DC-GO-01,RETAIL
VLX-2026-000522,2026-03-21,2026-03-25,Southeast,Fortaleza/CE,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,4,0,143,DC-RJ-01,RETAIL
VLX-2026-000523,2026-05-02,2026-05-06,Southeast,Belo Horizonte/MG,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,4,0,729,DC-SP-01,RETAIL
VLX-2026-000524,2026-06-28,2026-07-09,Northeast,Belo Horizonte/MG,Recife/PE,STANDARD,DELIVERED_LATE,6,11,5,590,DC-BA-01,ENTERPRISE
VLX-2026-000525,2026-05-13,2026-05-19,Northeast,Brasilia/DF,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,6,0,818,DC-PE-01,SMB
VLX-2026-000526,2026-02-11,2026-02-18,Northeast,Sao Paulo/SP,Recife/PE,STANDARD,DELIVERED_ON_TIME,7,7,0,248,DC-PE-01,RETAIL
VLX-2026-000527,2026-08-10,2026-08-16,Northeast,Salvador/BA,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,6,0,638,DC-CE-01,RETAIL
VLX-2026-000528,2026-03-07,2026-03-15,Northeast,Recife/PE,Salvador/BA,STANDARD,DELIVERED_LATE,6,8,2,310,DC-PE-01,RETAIL
VLX-2026-000529,2026-02-12,2026-02-14,South,Recife/PE,Curitiba/PR,EXPRESS,DELIVERED_ON_TIME,2,2,0,575,DC-RS-01,SMB
VLX-2026-000530,2026-04-05,2026-04-07,South,Rio de Janeiro/RJ,Florianopolis/SC,EXPRESS,DELIVERED_ON_TIME,3,2,0,487,DC-RS-01,RETAIL
VLX-2026-000531,2026-01-13,2026-01-18,Northeast,Florianopolis/SC,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,5,0,1723,DC-CE-01,SMB
VLX-2026-000532,2026-02-13,2026-02-19,Northeast,Florianopolis/SC,Recife/PE,STANDARD,DELIVERED_ON_TIME,6,6,0,504,DC-CE-01,RETAIL
VLX-2026-000533,2026-01-25,2026-01-30,South,Rio de Janeiro/RJ,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,349,DC-RS-01,RETAIL
VLX-2026-000534,2026-03-17,2026-03-20,Northeast,Belo Horizonte/MG,Fortaleza/CE,EXPRESS,DELIVERED_ON_TIME,3,3,0,1236,DC-CE-01,ENTERPRISE
VLX-2026-000535,2026-08-16,2026-08-22,North,Rio de Janeiro/RJ,Manaus/AM,STANDARD,DELIVERED_ON_TIME,7,6,0,2114,DC-AM-01,RETAIL
VLX-2026-000536,2026-06-02,2026-06-08,Central-West,Brasilia/DF,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,6,0,407,DC-DF-01,ENTERPRISE
VLX-2026-000537,2026-03-11,2026-03-19,Southeast,Belo Horizonte/MG,Rio de Janeiro/RJ,STANDARD,DELIVERED_LATE,5,8,3,634,DC-MG-01,SMB
VLX-2026-000538,2026-03-23,2026-03-25,Southeast,Porto Alegre/RS,Belo Horizonte/MG,EXPRESS,DELIVERED_ON_TIME,2,2,0,1011,DC-RJ-01,RETAIL
VLX-2026-000539,2026-06-26,2026-07-02,Central-West,Cuiaba/MT,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,6,0,283,DC-DF-01,RETAIL
VLX-2026-000540,2026-03-20,2026-03-23,Central-West,Belo Horizonte/MG,Cuiaba/MT,EXPRESS,DELIVERED_ON_TIME,3,3,0,578,DC-DF-01,RETAIL
VLX-2026-000541,2026-06-09,2026-06-20,Northeast,Rio de Janeiro/RJ,Recife/PE,STANDARD,DELIVERED_LATE,6,11,5,1397,DC-CE-01,SMB
VLX-2026-000542,2026-01-31,2026-02-10,Northeast,Rio de Janeiro/RJ,Fortaleza/CE,STANDARD,DELIVERED_LATE,6,10,4,1607,DC-CE-01,RETAIL
VLX-2026-000543,2026-07-08,2026-07-13,Southeast,Curitiba/PR,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,725,DC-RJ-01,RETAIL
VLX-2026-000544,2026-07-28,2026-08-02,South,Porto Alegre/RS,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,5,0,321,DC-PR-01,RETAIL
VLX-2026-000545,2026-05-01,2026-05-13,Northeast,Manaus/AM,Fortaleza/CE,STANDARD,DELIVERED_LATE,6,12,6,520,DC-PE-01,RETAIL
VLX-2026-000546,2026-03-13,2026-03-18,South,Sao Paulo/SP,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,935,DC-PR-01,SMB
VLX-2026-000547,2026-02-28,2026-03-07,Northeast,Sao Paulo/SP,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,7,7,0,1117,DC-BA-01,RETAIL
VLX-2026-000548,2026-07-10,2026-07-17,Northeast,Goiania/GO,Salvador/BA,STANDARD,DELIVERED_LATE,6,7,1,462,DC-BA-01,SMB
VLX-2026-000549,2026-05-20,2026-05-24,Southeast,Florianopolis/SC,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,701,DC-MG-01,RETAIL
VLX-2026-000550,2026-04-19,2026-04-26,North,Brasilia/DF,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,7,0,739,DC-AM-01,RETAIL
VLX-2026-000551,2026-04-28,2026-05-02,Southeast,Porto Alegre/RS,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,4,0,560,DC-RJ-01,ENTERPRISE
VLX-2026-000552,2026-06-16,2026-06-24,Northeast,Florianopolis/SC,Fortaleza/CE,EXPRESS,DELIVERED_LATE,3,8,5,1684,DC-BA-01,RETAIL
VLX-2026-000553,2026-06-17,2026-06-21,Southeast,Porto Velho/RO,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,4,0,105,DC-SP-01,RETAIL
VLX-2026-000554,2026-03-24,2026-03-30,Southeast,Rio de Janeiro/RJ,Sao Paulo/SP,STANDARD,DELIVERED_LATE,5,6,1,1068,DC-SP-01,RETAIL
VLX-2026-000555,2026-06-25,2026-07-02,Northeast,Belo Horizonte/MG,Fortaleza/CE,EXPRESS,DELIVERED_LATE,3,7,4,584,DC-BA-01,RETAIL
VLX-2026-000556,2026-01-16,2026-01-21,Southeast,Goiania/GO,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,220,DC-SP-01,SMB
VLX-2026-000557,2026-05-20,2026-05-29,Northeast,Porto Alegre/RS,Fortaleza/CE,STANDARD,DELIVERED_LATE,7,9,2,384,DC-PE-01,ENTERPRISE
VLX-2026-000558,2026-04-01,2026-04-08,Southeast,Rio de Janeiro/RJ,Rio de Janeiro/RJ,STANDARD,DELIVERED_LATE,5,7,2,608,DC-MG-01,SMB
VLX-2026-000559,2026-01-03,2026-01-05,Northeast,Sao Paulo/SP,Fortaleza/CE,EXPRESS,DELIVERED_ON_TIME,3,2,0,1365,DC-BA-01,ENTERPRISE
VLX-2026-000560,2026-06-24,2026-07-02,Northeast,Porto Alegre/RS,Salvador/BA,STANDARD,DELIVERY_EXCEPTION,6,8,2,864,DC-CE-01,RETAIL
VLX-2026-000561,2026-02-04,2026-02-10,Northeast,Porto Alegre/RS,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,6,0,342,DC-BA-01,RETAIL
VLX-2026-000562,2026-01-10,2026-01-16,North,Florianopolis/SC,Manaus/AM,STANDARD,DELIVERED_ON_TIME,7,6,0,1430,DC-PA-01,ENTERPRISE
VLX-2026-000563,2026-07-12,2026-07-17,Southeast,Belo Horizonte/MG,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,713,DC-MG-01,RETAIL
VLX-2026-000564,2026-02-11,2026-02-14,Southeast,Florianopolis/SC,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,3,3,0,235,DC-MG-01,RETAIL
VLX-2026-000565,2026-05-17,2026-05-28,Northeast,Manaus/AM,Recife/PE,STANDARD,DELIVERED_LATE,7,11,4,1161,DC-CE-01,RETAIL
VLX-2026-000566,2026-07-21,2026-07-23,Southeast,Recife/PE,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,2,2,0,662,DC-SP-01,RETAIL
VLX-2026-000567,2026-01-25,2026-01-28,Southeast,Belo Horizonte/MG,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,3,3,0,514,DC-RJ-01,RETAIL
VLX-2026-000568,2026-08-08,2026-08-13,Southeast,Florianopolis/SC,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,1100,DC-RJ-01,RETAIL
VLX-2026-000569,2026-03-22,2026-03-26,North,Cuiaba/MT,Belem/PA,EXPRESS,DELIVERED_ON_TIME,4,4,0,912,DC-PA-01,RETAIL
VLX-2026-000570,2026-03-13,2026-03-18,South,Porto Alegre/RS,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,748,DC-RS-01,RETAIL
VLX-2026-000571,2026-07-18,2026-07-24,Southeast,Manaus/AM,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,6,6,0,841,DC-MG-01,ENTERPRISE
VLX-2026-000572,2026-03-21,2026-03-26,South,Belo Horizonte/MG,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,440,DC-RS-01,SMB
VLX-2026-000573,2026-06-18,2026-06-25,Northeast,Recife/PE,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,7,7,0,1805,DC-PE-01,RETAIL
VLX-2026-000574,2026-08-05,2026-08-11,Northeast,Florianopolis/SC,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,6,0,1499,DC-PE-01,SMB
VLX-2026-000575,2026-04-17,2026-04-23,Southeast,Sao Paulo/SP,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,6,6,0,238,DC-RJ-01,RETAIL
VLX-2026-000576,2026-06-18,2026-06-21,Southeast,Rio de Janeiro/RJ,Sao Paulo/SP,EXPRESS,DELIVERED_ON_TIME,3,3,0,1005,DC-RJ-01,ENTERPRISE
VLX-2026-000577,2026-08-01,2026-08-03,South,Sao Paulo/SP,Curitiba/PR,EXPRESS,DELIVERED_ON_TIME,2,2,0,323,DC-RS-01,SMB
VLX-2026-000578,2026-03-18,2026-03-20,Southeast,Belo Horizonte/MG,Belo Horizonte/MG,EXPRESS,DELIVERED_ON_TIME,2,2,0,549,DC-RJ-01,RETAIL
VLX-2026-000579,2026-05-19,2026-05-22,Southeast,Belo Horizonte/MG,Sao Paulo/SP,EXPRESS,DELIVERED_LATE,2,3,1,159,DC-MG-01,RETAIL
VLX-2026-000580,2026-04-26,2026-04-29,Central-West,Curitiba/PR,Goiania/GO,EXPRESS,DELIVERED_ON_TIME,3,3,0,854,DC-DF-01,RETAIL
VLX-2026-000581,2026-06-02,2026-06-05,Northeast,Florianopolis/SC,Salvador/BA,EXPRESS,DELIVERED_ON_TIME,3,3,0,831,DC-BA-01,SMB
VLX-2026-000582,2026-03-18,2026-03-24,South,Belo Horizonte/MG,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,6,6,0,1029,DC-PR-01,RETAIL
VLX-2026-000583,2026-01-22,2026-01-27,Central-West,Fortaleza/CE,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,5,0,691,DC-DF-01,RETAIL
VLX-2026-000584,2026-02-02,2026-02-06,Southeast,Rio de Janeiro/RJ,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,888,DC-RJ-01,ENTERPRISE
VLX-2026-000585,2026-05-13,2026-05-18,Southeast,Sao Paulo/SP,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,480,DC-SP-01,RETAIL
VLX-2026-000586,2026-06-14,2026-06-19,Northeast,Sao Paulo/SP,Recife/PE,EXPRESS,DELIVERED_LATE,3,5,2,1486,DC-CE-01,SMB
VLX-2026-000587,2026-03-21,2026-03-28,Northeast,Curitiba/PR,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,7,7,0,850,DC-BA-01,ENTERPRISE
VLX-2026-000588,2026-07-15,2026-07-19,Southeast,Florianopolis/SC,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,4,0,118,DC-RJ-01,RETAIL
VLX-2026-000589,2026-03-04,2026-03-09,Southeast,Belo Horizonte/MG,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,501,DC-SP-01,RETAIL
VLX-2026-000590,2026-01-20,2026-01-22,Northeast,Recife/PE,Recife/PE,EXPRESS,DELIVERED_ON_TIME,3,2,0,591,DC-BA-01,SMB
VLX-2026-000591,2026-08-15,2026-08-17,South,Florianopolis/SC,Curitiba/PR,EXPRESS,DELIVERED_ON_TIME,2,2,0,952,DC-PR-01,RETAIL
VLX-2026-000592,2026-05-11,2026-05-14,Northeast,Rio de Janeiro/RJ,Recife/PE,EXPRESS,DELIVERED_ON_TIME,3,3,0,496,DC-PE-01,RETAIL
VLX-2026-000593,2026-02-22,2026-02-27,North,Rio de Janeiro/RJ,Manaus/AM,EXPRESS,DELIVERED_ON_TIME,5,5,0,1362,DC-AM-01,RETAIL
VLX-2026-000594,2026-07-30,2026-08-03,South,Belo Horizonte/MG,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,4,0,533,DC-RS-01,RETAIL
VLX-2026-000595,2026-07-11,2026-07-18,Northeast,Florianopolis/SC,Recife/PE,STANDARD,DELIVERED_ON_TIME,7,7,0,833,DC-PE-01,ENTERPRISE
VLX-2026-000596,2026-01-12,2026-01-18,South,Rio de Janeiro/RJ,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,6,6,0,933,DC-RS-01,RETAIL
VLX-2026-000597,2026-04-24,2026-04-29,South,Manaus/AM,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,5,0,1241,DC-RS-01,RETAIL
VLX-2026-000598,2026-08-03,2026-08-05,Southeast,Belo Horizonte/MG,Sao Paulo/SP,EXPRESS,DELIVERED_ON_TIME,2,2,0,731,DC-RJ-01,RETAIL
VLX-2026-000599,2026-02-03,2026-02-09,South,Porto Alegre/RS,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,6,6,0,560,DC-RS-01,RETAIL
VLX-2026-000600,2026-01-07,2026-01-14,North,Goiania/GO,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,7,0,929,DC-AM-01,RETAIL
VLX-2026-000601,2026-04-23,2026-04-29,Southeast,Sao Paulo/SP,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,6,6,0,809,DC-MG-01,RETAIL
VLX-2026-000602,2026-02-15,2026-02-21,Northeast,Sao Paulo/SP,Fortaleza/CE,EXPRESS,DELIVERED_LATE,3,6,3,338,DC-BA-01,RETAIL
VLX-2026-000603,2026-01-17,2026-01-22,Southeast,Florianopolis/SC,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,6,5,0,356,DC-MG-01,ENTERPRISE
VLX-2026-000604,2026-07-15,2026-07-23,North,Sao Paulo/SP,Belem/PA,STANDARD,DELIVERED_LATE,7,8,1,2369,DC-AM-01,RETAIL
VLX-2026-000605,2026-02-24,2026-02-26,Northeast,Recife/PE,Salvador/BA,EXPRESS,DELIVERED_ON_TIME,3,2,0,1298,DC-PE-01,RETAIL
VLX-2026-000606,2026-01-19,2026-01-25,Central-West,Manaus/AM,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,6,0,774,DC-DF-01,SMB
VLX-2026-000607,2026-03-06,2026-03-10,South,Sao Paulo/SP,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,4,0,754,DC-PR-01,RETAIL
VLX-2026-000608,2026-01-07,2026-01-09,Southeast,Goiania/GO,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,2,2,0,801,DC-RJ-01,RETAIL
VLX-2026-000609,2026-01-06,2026-01-16,Southeast,Rio de Janeiro/RJ,Belo Horizonte/MG,STANDARD,DELIVERY_EXCEPTION,5,10,5,828,DC-MG-01,RETAIL
VLX-2026-000610,2026-08-02,2026-08-08,North,Rio de Janeiro/RJ,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,7,6,0,557,DC-AM-01,RETAIL
VLX-2026-000611,2026-08-03,2026-08-08,Southeast,Belo Horizonte/MG,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,743,DC-RJ-01,RETAIL
VLX-2026-000612,2026-02-11,2026-02-17,Central-West,Rio de Janeiro/RJ,Goiania/GO,STANDARD,DELIVERED_ON_TIME,7,6,0,1545,DC-GO-01,RETAIL
VLX-2026-000613,2026-07-04,2026-07-13,Central-West,Florianopolis/SC,Brasilia/DF,STANDARD,DELIVERED_LATE,6,9,3,281,DC-DF-01,RETAIL
VLX-2026-000614,2026-05-03,2026-05-09,Northeast,Salvador/BA,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,351,DC-CE-01,RETAIL
VLX-2026-000615,2026-01-01,2026-01-06,Southeast,Belo Horizonte/MG,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,375,DC-SP-01,RETAIL
VLX-2026-000616,2026-01-15,2026-01-20,Southeast,Sao Paulo/SP,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,6,5,0,886,DC-RJ-01,SMB
VLX-2026-000617,2026-06-28,2026-07-08,Northeast,Manaus/AM,Fortaleza/CE,STANDARD,DELIVERY_EXCEPTION,6,10,4,603,DC-BA-01,RETAIL
VLX-2026-000618,2026-01-08,2026-01-15,Northeast,Recife/PE,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,7,7,0,1253,DC-BA-01,ENTERPRISE
VLX-2026-000619,2026-01-09,2026-01-15,Southeast,Florianopolis/SC,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,6,6,0,888,DC-MG-01,RETAIL
VLX-2026-000620,2026-08-02,2026-08-07,Southeast,Florianopolis/SC,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,254,DC-SP-01,RETAIL
VLX-2026-000621,2026-02-01,2026-02-06,South,Brasilia/DF,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,5,0,1067,DC-PR-01,RETAIL
VLX-2026-000622,2026-02-23,2026-02-27,North,Sao Paulo/SP,Porto Velho/RO,EXPRESS,DELIVERED_ON_TIME,4,4,0,1621,DC-PA-01,SMB
VLX-2026-000623,2026-06-22,2026-06-29,Northeast,Rio de Janeiro/RJ,Recife/PE,STANDARD,DELIVERED_ON_TIME,7,7,0,801,DC-CE-01,RETAIL
VLX-2026-000624,2026-04-12,2026-04-21,Southeast,Belo Horizonte/MG,Belo Horizonte/MG,STANDARD,DELIVERED_LATE,6,9,3,1046,DC-RJ-01,RETAIL
VLX-2026-000625,2026-03-23,2026-03-27,Northeast,Rio de Janeiro/RJ,Salvador/BA,EXPRESS,DELIVERED_ON_TIME,4,4,0,517,DC-PE-01,RETAIL
VLX-2026-000626,2026-04-20,2026-04-26,South,Florianopolis/SC,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,6,6,0,1077,DC-RS-01,RETAIL
VLX-2026-000627,2026-02-11,2026-02-16,Central-West,Sao Paulo/SP,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,6,5,0,1129,DC-DF-01,SMB
VLX-2026-000628,2026-05-15,2026-05-25,Northeast,Fortaleza/CE,Fortaleza/CE,EXPRESS,DELIVERED_LATE,3,10,7,757,DC-PE-01,RETAIL
VLX-2026-000629,2026-05-06,2026-05-16,Northeast,Brasilia/DF,Recife/PE,STANDARD,DELIVERED_LATE,6,10,4,1777,DC-PE-01,RETAIL
VLX-2026-000630,2026-02-11,2026-02-16,South,Belo Horizonte/MG,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,5,0,924,DC-RS-01,RETAIL
VLX-2026-000631,2026-07-01,2026-07-06,Central-West,Fortaleza/CE,Brasilia/DF,STANDARD,DELIVERED_ON_TIME,6,5,0,806,DC-GO-01,SMB
VLX-2026-000632,2026-04-10,2026-04-17,North,Sao Paulo/SP,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,7,0,330,DC-AM-01,SMB
VLX-2026-000633,2026-04-25,2026-05-01,North,Sao Paulo/SP,Manaus/AM,EXPRESS,DELIVERED_LATE,4,6,2,601,DC-PA-01,RETAIL
VLX-2026-000634,2026-06-04,2026-06-06,South,Rio de Janeiro/RJ,Florianopolis/SC,EXPRESS,DELIVERED_ON_TIME,2,2,0,899,DC-PR-01,RETAIL
VLX-2026-000635,2026-08-07,2026-08-10,Southeast,Recife/PE,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,3,3,0,328,DC-MG-01,ENTERPRISE
VLX-2026-000636,2026-04-14,2026-04-18,Southeast,Sao Paulo/SP,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,452,DC-MG-01,RETAIL
VLX-2026-000637,2026-08-17,2026-08-22,Southeast,Rio de Janeiro/RJ,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,397,DC-SP-01,SMB
VLX-2026-000638,2026-02-10,2026-02-17,Northeast,Porto Alegre/RS,Recife/PE,STANDARD,DELIVERED_LATE,6,7,1,1116,DC-CE-01,RETAIL
VLX-2026-000639,2026-02-04,2026-02-19,Southeast,Porto Alegre/RS,Belo Horizonte/MG,STANDARD,LOST,5,15,10,323,DC-MG-01,RETAIL
VLX-2026-000640,2026-01-09,2026-01-11,Northeast,Brasilia/DF,Recife/PE,EXPRESS,DELIVERED_ON_TIME,3,2,0,1026,DC-BA-01,RETAIL
VLX-2026-000641,2026-08-03,2026-08-09,North,Sao Paulo/SP,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,7,6,0,271,DC-AM-01,ENTERPRISE
VLX-2026-000642,2026-07-27,2026-07-29,Northeast,Curitiba/PR,Fortaleza/CE,EXPRESS,DELIVERED_ON_TIME,3,2,0,549,DC-BA-01,RETAIL
VLX-2026-000643,2026-03-30,2026-04-05,Northeast,Belo Horizonte/MG,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,6,0,1195,DC-BA-01,RETAIL
VLX-2026-000644,2026-07-06,2026-07-13,Northeast,Fortaleza/CE,Recife/PE,STANDARD,DELIVERED_ON_TIME,7,7,0,601,DC-BA-01,RETAIL
